end,val,accn,fy,fp,form,filed,frame,label,start
2016-09-24,20484000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,CashAndCashEquivalentsAtCarryingValue,
2016-09-24,20484000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016Q3I,CashAndCashEquivalentsAtCarryingValue,
2016-12-31,16371000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,CashAndCashEquivalentsAtCarryingValue,
2016-12-31,16371000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2016Q4I,CashAndCashEquivalentsAtCarryingValue,
2017-04-01,15157000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,CashAndCashEquivalentsAtCarryingValue,
2017-04-01,15157000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2017Q1I,CashAndCashEquivalentsAtCarryingValue,
2017-07-01,18571000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,CashAndCashEquivalentsAtCarryingValue,
2017-07-01,18571000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2017Q2I,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,CashAndCashEquivalentsAtCarryingValue,
2017-09-30,20289000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2017Q3I,CashAndCashEquivalentsAtCarryingValue,
2017-12-30,27491000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,CashAndCashEquivalentsAtCarryingValue,
2017-12-30,27491000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2017Q4I,CashAndCashEquivalentsAtCarryingValue,
2018-03-31,45059000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2018Q1I,CashAndCashEquivalentsAtCarryingValue,
2018-06-30,31971000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2018Q2I,CashAndCashEquivalentsAtCarryingValue,
2018-09-29,25913000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,CashAndCashEquivalentsAtCarryingValue,
2018-09-29,25913000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,,CashAndCashEquivalentsAtCarryingValue,
2018-09-29,25913000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,CashAndCashEquivalentsAtCarryingValue,
2018-09-29,25913000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,CashAndCashEquivalentsAtCarryingValue,
2018-09-29,25913000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2018Q3I,CashAndCashEquivalentsAtCarryingValue,
2018-12-29,44771000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4I,CashAndCashEquivalentsAtCarryingValue,
2019-03-30,37988000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2019Q1I,CashAndCashEquivalentsAtCarryingValue,
2019-06-29,50530000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2019Q2I,CashAndCashEquivalentsAtCarryingValue,
2019-09-28,48844000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,CashAndCashEquivalentsAtCarryingValue,
2019-09-28,48844000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,CashAndCashEquivalentsAtCarryingValue,
2019-09-28,48844000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,CashAndCashEquivalentsAtCarryingValue,
2019-09-28,48844000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,CashAndCashEquivalentsAtCarryingValue,
2019-09-28,48844000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2019Q3I,CashAndCashEquivalentsAtCarryingValue,
2019-12-28,39771000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2019Q4I,CashAndCashEquivalentsAtCarryingValue,
2020-03-28,40174000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2020Q1I,CashAndCashEquivalentsAtCarryingValue,
2020-06-27,33383000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2020Q2I,CashAndCashEquivalentsAtCarryingValue,
2020-09-26,38016000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,CashAndCashEquivalentsAtCarryingValue,
2020-09-26,38016000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,,CashAndCashEquivalentsAtCarryingValue,
2020-09-26,38016000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,CashAndCashEquivalentsAtCarryingValue,
2020-09-26,38016000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,CashAndCashEquivalentsAtCarryingValue,
2020-09-26,38016000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2020Q3I,CashAndCashEquivalentsAtCarryingValue,
2020-12-26,36010000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2020Q4I,CashAndCashEquivalentsAtCarryingValue,
2021-03-27,38466000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2021Q1I,CashAndCashEquivalentsAtCarryingValue,
2021-06-26,34050000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2021Q2I,CashAndCashEquivalentsAtCarryingValue,
2021-09-25,34940000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,CashAndCashEquivalentsAtCarryingValue,
2021-09-25,34940000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,,CashAndCashEquivalentsAtCarryingValue,
2021-09-25,34940000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,CashAndCashEquivalentsAtCarryingValue,
2021-09-25,34940000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,CashAndCashEquivalentsAtCarryingValue,
2021-09-25,34940000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021Q3I,CashAndCashEquivalentsAtCarryingValue,
2021-12-25,37119000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,CY2021Q4I,CashAndCashEquivalentsAtCarryingValue,
2022-03-26,28098000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,CY2022Q1I,CashAndCashEquivalentsAtCarryingValue,
2022-06-25,27502000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,CY2022Q2I,CashAndCashEquivalentsAtCarryingValue,
2022-09-24,23646000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,,CashAndCashEquivalentsAtCarryingValue,
2022-09-24,23646000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,,CashAndCashEquivalentsAtCarryingValue,
2022-09-24,23646000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,CashAndCashEquivalentsAtCarryingValue,
2022-09-24,23646000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2022Q3I,CashAndCashEquivalentsAtCarryingValue,
2022-12-31,20535000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2022Q4I,CashAndCashEquivalentsAtCarryingValue,
2023-04-01,24687000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,CY2023Q1I,CashAndCashEquivalentsAtCarryingValue,
2023-07-01,28408000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2023Q2I,CashAndCashEquivalentsAtCarryingValue,
2007-09-29,2960000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2007,CashAndCashEquivalentsPeriodIncreaseDecrease,2006-10-01
2007-09-29,2960000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2006-10-01
2008-06-28,21000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,CashAndCashEquivalentsPeriodIncreaseDecrease,2007-09-30
2008-09-27,2523000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2008,CashAndCashEquivalentsPeriodIncreaseDecrease,2007-09-30
2008-09-27,2523000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2007-09-30
2008-09-27,2523000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2007-09-30
2008-12-27,-4639000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,CY2008Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-03-28,-7409000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-06-27,-6270000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-06-27,-6270000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-09-26,-6612000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2009,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-09-26,-6612000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-09-26,-6612000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-09-26,-6612000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2008-09-28
2009-12-26,2346000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2009Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2009-12-26,2346000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-03-27,4755000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-03-27,4755000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-06-26,4442000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-06-26,4442000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-09-25,5998000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2010,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-09-25,5998000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-09-25,5998000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-09-25,5998000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2009-09-27
2010-12-25,-527000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2010-12-25,-527000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-03-26,4717000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-03-26,4717000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-06-25,830000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-06-25,830000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-09-24,-1446000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-09-24,-1446000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-09-24,-1446000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-09-24,-1446000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,CashAndCashEquivalentsPeriodIncreaseDecrease,2010-09-26
2011-12-31,495000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2011Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2011-12-31,495000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-03-31,306000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-03-31,306000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-06-30,-1870000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-06-30,-1870000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-09-29,931000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-09-29,931000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-09-29,931000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-09-29,931000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-09-29,931000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,CashAndCashEquivalentsPeriodIncreaseDecrease,2011-09-25
2012-12-29,5408000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2012Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2012-12-29,5408000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-03-30,1307000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-03-30,1307000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-06-29,502000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-06-29,502000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-09-28,3513000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-09-28,3513000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-09-28,3513000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-09-28,3513000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,CashAndCashEquivalentsPeriodIncreaseDecrease,2012-09-30
2013-12-28,-182000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2013-12-28,-182000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-03-29,4690000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-03-29,4690000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-06-28,-1282000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-06-28,-1282000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-09-27,-415000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2014,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-09-27,-415000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-09-27,-415000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-09-27,-415000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2013-09-29
2014-12-27,5634000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2014Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2014-12-27,5634000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-03-28,645000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-03-28,645000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-06-27,1475000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-06-27,1475000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-09-26,7276000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-09-26,7276000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-09-26,7276000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2015,CashAndCashEquivalentsPeriodIncreaseDecrease,2014-09-28
2015-12-26,-4431000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2015Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2015-12-26,-4431000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-03-26,394000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-03-26,394000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-06-25,-2883000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-06-25,-2883000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-09-24,-636000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-09-24,-636000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-09-24,-636000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,CashAndCashEquivalentsPeriodIncreaseDecrease,2015-09-27
2016-12-31,-4113000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2016-12-31,-4113000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2016Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-04-01,-5327000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-04-01,-5327000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-07-01,-1913000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-07-01,-1913000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-09-30,-195000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2017,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-09-30,-195000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,CashAndCashEquivalentsPeriodIncreaseDecrease,2016-09-25
2017-12-30,7202000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2017Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-10-01
2017-12-30,7202000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-10-01
2018-03-31,24770000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-10-01
2018-06-30,11682000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-10-01
2018-09-29,5624000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2018,CashAndCashEquivalentsPeriodIncreaseDecrease,2017-10-01
2018-12-29,18858000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2018Q4,CashAndCashEquivalentsPeriodIncreaseDecrease,2018-09-30
2016-09-24,20484000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2016Q3I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2017-09-30,20289000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2017-09-30,20289000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2017-09-30,20289000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2017-09-30,20289000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2017Q3I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-03-31,45059000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2018Q1I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-06-30,31971000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2018Q2I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-09-29,25913000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2018Q3I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2018-12-29,44771000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2018Q4I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2019-03-30,39817000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2019-03-30,39817000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2019Q1I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2019-06-29,52151000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
2019-06-29,52151000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2019Q2I,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,
