end,val,accn,fy,fp,form,filed,frame,label,start
2010-06-26,1256000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-06-26,1256000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-09-25,2718000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-09-25,2718000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-09-25,2718000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-09-25,2718000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2010,IncreaseDecreaseInOtherReceivables,2009-09-27
2010-12-25,433000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,IncreaseDecreaseInOtherReceivables,2010-09-26
2010-12-25,433000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2010Q4,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-03-26,883000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-03-26,883000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-06-25,955000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-06-25,955000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-09-24,1934000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-09-24,1934000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-09-24,1934000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-09-24,1934000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011,IncreaseDecreaseInOtherReceivables,2010-09-26
2011-12-31,1206000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,IncreaseDecreaseInOtherReceivables,2011-09-25
2011-12-31,1206000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2011Q4,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-03-31,379000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-03-31,379000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-06-30,293000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-06-30,293000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-09-29,1414000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-09-29,1414000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-09-29,1414000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-09-29,1414000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-09-29,1414000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012,IncreaseDecreaseInOtherReceivables,2011-09-25
2012-12-29,2174000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,IncreaseDecreaseInOtherReceivables,2012-09-30
2012-12-29,2174000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2012Q4,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-03-30,-1510000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-03-30,-1510000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-06-29,-3148000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-06-29,-3148000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-09-28,-223000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-09-28,-223000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-09-28,-223000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013,IncreaseDecreaseInOtherReceivables,2012-09-30
2013-12-28,3459000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,IncreaseDecreaseInOtherReceivables,2013-09-29
2013-12-28,3459000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-03-29,-1419000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-03-29,-1419000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-06-28,-1486000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-06-28,-1486000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-09-27,2220000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-09-27,2220000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-09-27,2220000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2014,IncreaseDecreaseInOtherReceivables,2013-09-29
2014-12-27,3508000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2014Q4,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-03-28,-2500000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-06-27,-222000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-06-27,-222000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-09-26,3735000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-09-26,3735000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2015,IncreaseDecreaseInOtherReceivables,2014-09-28
2015-12-26,-1826000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2015Q4,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-03-26,-5899000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-06-25,-6166000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-06-25,-6166000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-09-24,51000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-09-24,51000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-09-24,51000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016,IncreaseDecreaseInOtherReceivables,2015-09-27
2016-12-31,375000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,IncreaseDecreaseInOtherReceivables,2016-09-25
2016-12-31,375000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2016Q4,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-04-01,-4512000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-04-01,-4512000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-07-01,-3312000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-07-01,-3312000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-09-30,4254000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-09-30,4254000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-09-30,4254000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2017,IncreaseDecreaseInOtherReceivables,2016-09-25
2017-12-30,9660000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,IncreaseDecreaseInOtherReceivables,2017-10-01
2017-12-30,9660000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2017Q4,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-03-31,-9715000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-03-31,-9715000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-06-30,-5536000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-06-30,-5536000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-09-29,8010000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-09-29,8010000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-09-29,8010000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2018,IncreaseDecreaseInOtherReceivables,2017-10-01
2018-12-29,-6905000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,,IncreaseDecreaseInOtherReceivables,2018-09-30
2018-12-29,-6905000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2018Q4,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-03-30,-14616000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-03-30,-14616000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-06-29,-13483000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-06-29,-13483000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-09-28,-2931000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-09-28,-2931000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-09-28,-2931000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2019,IncreaseDecreaseInOtherReceivables,2018-09-30
2019-12-28,-3902000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,IncreaseDecreaseInOtherReceivables,2019-09-29
2019-12-28,-3902000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2019Q4,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-03-28,-7923000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-03-28,-7923000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-06-27,-8685000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-06-27,-8685000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-09-26,-1553000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-09-26,-1553000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-09-26,-1553000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2020,IncreaseDecreaseInOtherReceivables,2019-09-29
2020-12-26,10194000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,,IncreaseDecreaseInOtherReceivables,2020-09-27
2020-12-26,10194000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,CY2020Q4,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-03-27,-6792000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-03-27,-6792000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-06-26,-4892000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-06-26,-4892000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-09-25,3903000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-09-25,3903000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021,IncreaseDecreaseInOtherReceivables,2020-09-27
2021-12-25,9812000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,,IncreaseDecreaseInOtherReceivables,2021-09-26
2021-12-25,9812000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2021Q4,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-03-26,-643000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-03-26,-643000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-06-25,-4789000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-06-25,-4789000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-09-24,7520000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2022,IncreaseDecreaseInOtherReceivables,2021-09-26
2022-12-31,-2320000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2022Q4,IncreaseDecreaseInOtherReceivables,2022-09-25
2023-04-01,-14785000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,IncreaseDecreaseInOtherReceivables,2022-09-25
2023-07-01,-13111000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,,IncreaseDecreaseInOtherReceivables,2022-09-25
2013-09-28,100000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013Q3I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2013-09-28,100000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2013-09-28,100000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2013-09-28,100000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-03-29,100000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-06-28,100000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2014Q3I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-09-27,100000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2014-12-27,100000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2014Q4I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-03-28,100000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2015Q1I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-06-27,100000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2015Q2I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,100000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2015Q3I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,100000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,100000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,100000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,100000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-12-26,100000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2015Q4I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-03-26,100000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2016Q1I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-06-25,100000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2016Q2I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-09-24,100000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-09-24,100000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-09-24,100000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-09-24,100000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2016Q3I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-09-24,100000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2016-12-31,100000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2016Q4I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2017-04-01,100000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2017Q1I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2017-07-01,100000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2017Q2I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2017-09-30,100000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q3I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2017-09-30,100000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2017-12-30,100000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I,IndefiniteLivedIntangibleAssetsExcludingGoodwill,
2015-09-26,8225000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2015Q3I,IntangibleAssetsGrossExcludingGoodwill,
2015-09-26,8225000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,IntangibleAssetsGrossExcludingGoodwill,
2016-06-25,8917000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2016Q2I,IntangibleAssetsGrossExcludingGoodwill,
2016-09-24,9012000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,IntangibleAssetsGrossExcludingGoodwill,
2016-09-24,9012000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,IntangibleAssetsGrossExcludingGoodwill,
2016-09-24,9012000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,IntangibleAssetsGrossExcludingGoodwill,
2016-09-24,9012000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2016Q3I,IntangibleAssetsGrossExcludingGoodwill,
2016-09-24,9012000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,IntangibleAssetsGrossExcludingGoodwill,
2016-12-31,7572000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2016Q4I,IntangibleAssetsGrossExcludingGoodwill,
2017-04-01,7358000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2017Q1I,IntangibleAssetsGrossExcludingGoodwill,
2017-07-01,7458000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2017Q2I,IntangibleAssetsGrossExcludingGoodwill,
2017-09-30,7607000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q3I,IntangibleAssetsGrossExcludingGoodwill,
2017-09-30,7607000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,IntangibleAssetsGrossExcludingGoodwill,
2017-12-30,7640000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I,IntangibleAssetsGrossExcludingGoodwill,
2008-09-27,285000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,CY2008Q3I,IntangibleAssetsNetExcludingGoodwill,
2008-09-27,285000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,IntangibleAssetsNetExcludingGoodwill,
2008-09-27,285000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,,IntangibleAssetsNetExcludingGoodwill,
2009-06-27,259000000.0,0001193125-09-153165,2009,Q3,10-Q,2009-07-22,CY2009Q2I,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,CY2009Q3I,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-10-012091,2009,FY,10-K/A,2010-01-25,,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,,IntangibleAssetsNetExcludingGoodwill,
2009-09-26,247000000.0,0001193125-09-214859,2009,FY,10-K,2009-10-27,,IntangibleAssetsNetExcludingGoodwill,
2009-12-26,241000000.0,0001193125-10-012085,2010,Q1,10-Q,2010-01-25,CY2009Q4I,IntangibleAssetsNetExcludingGoodwill,
2010-03-27,263000000.0,0001193125-10-088957,2010,Q2,10-Q,2010-04-21,CY2010Q1I,IntangibleAssetsNetExcludingGoodwill,
2010-06-26,318000000.0,0001193125-10-162840,2010,Q3,10-Q,2010-07-21,CY2010Q2I,IntangibleAssetsNetExcludingGoodwill,
2010-09-25,342000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,CY2010Q3I,IntangibleAssetsNetExcludingGoodwill,
2010-09-25,342000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,,IntangibleAssetsNetExcludingGoodwill,
2010-09-25,342000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,,IntangibleAssetsNetExcludingGoodwill,
2010-09-25,342000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,,IntangibleAssetsNetExcludingGoodwill,
2010-09-25,342000000.0,0001193125-10-238044,2010,FY,10-K,2010-10-27,,IntangibleAssetsNetExcludingGoodwill,
2010-12-25,522000000.0,0001193125-11-010144,2011,Q1,10-Q,2011-01-19,CY2010Q4I,IntangibleAssetsNetExcludingGoodwill,
2011-03-26,507000000.0,0001193125-11-104388,2011,Q2,10-Q,2011-04-21,CY2011Q1I,IntangibleAssetsNetExcludingGoodwill,
2011-06-25,1169000000.0,0001193125-11-192493,2011,Q3,10-Q,2011-07-20,CY2011Q2I,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,CY2011Q3I,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,,IntangibleAssetsNetExcludingGoodwill,
2011-09-24,3536000000.0,0001193125-11-282113,2011,FY,10-K,2011-10-26,,IntangibleAssetsNetExcludingGoodwill,
2011-12-31,3472000000.0,0001193125-12-023398,2012,Q1,10-Q,2012-01-25,CY2011Q4I,IntangibleAssetsNetExcludingGoodwill,
2012-03-31,3604000000.0,0001193125-12-182321,2012,Q2,10-Q,2012-04-25,CY2012Q1I,IntangibleAssetsNetExcludingGoodwill,
2012-06-30,4329000000.0,0001193125-12-314552,2012,Q3,10-Q,2012-07-25,CY2012Q2I,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2012Q3I,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-13-170623,2012,FY,8-K,2013-04-24,,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,,IntangibleAssetsNetExcludingGoodwill,
2012-09-29,4224000000.0,0001193125-12-444068,2012,FY,10-K,2012-10-31,,IntangibleAssetsNetExcludingGoodwill,
